Name,Price,Type,CC,Brand,Description
Mahindra Thar,Rs.9.99 - 16.99 Lakh* (View On Road Price),Diesel/Petrol,2184 cc,Mahindra,N/A
Mahindra Scorpio,Rs.12.98 - 16.70 Lakh* (View On Road Price),Diesel,2184 cc,Mahindra,"""The Scorpio is one of Mahindra's oldest nameplates in India. It has a bold and boxy design which gives it a menacing look. It comes with a diesel engine mated with a manual gearbox that drives the rear wheels. It is known for its ruggedness and is fairly capable on all types of roads, making it a versatile SUV that can seat up to 7 passengers."""
Mahindra XUV 3XO,Rs.7.28 - 14.40 Lakh* (View On Road Price),Diesel/Petrol,1498 cc,Mahindra,"""The Mahindra XUV 3XO is a refreshed version of the popular XUV300, and stands out in the crowded sub-compact SUV segment. It features bold exterior looks that grab attention, a modern and high-quality interior that's exceptionally spacious, and is loaded with features. The 3XO offers a practical, well-rounded option for those in search of a small family SUV."""
Mahindra Thar ROXX,Rs.12.25 - 22.06 Lakh* (View On Road Price),Diesel/Petrol,2184 cc,Mahindra,"""The Mahindra Thar Roxx 2025 is a 5-seater family SUV that comes loaded with features and also promises strong off-road capability. It blends classic boxy SUV styling with modernities like LED headlights, LED DRLs and alloy wheels as large as 19-inches. Inside, the Thar Roxx contrasts its old school styling with a modern and premium interior that’s available in a white-black colour with the option of a brown-black interior with the 4x4 models. The features list is long and includes a 10.25-inch touchscreen, 9-speaker Harman Kardon music system, panoramic sunroof and ventilated front seats. The Thar Roxx is available with a choice of 2-litre turbo-petrol and 2.2-litre diesel engines. Both engines get a 6-speed manual transmission as standard with the option of a 6-speed automatic transmission. All versions come with rear-wheel drive as standard but the diesel is also available with 4x4."""
Mahindra BE 6,Rs.18.90 - 27.79 Lakh* (View On Road Price),Electric,N/A ,Mahindra,"""It is one of the most recent new-age Mahindra EVs, which gets aggressive styling and equally potent powertrain options. It gets two battery pack options, which have a claimed range of more than 500 km. It gets a rear-axle-mounted electric motor, which facilitates rear-wheel-driven fun."""
Mahindra Bolero Neo,Rs.8.49 - 10.49 Lakh* (View On Road Price),Diesel,1493 cc,Mahindra,N/A
Mahindra XEV 9e,Rs.21.90 - 31.25 Lakh* (View On Road Price),Electric,N/A ,Mahindra,"""The Mahindra XEV 9e is an SUV coupe and one of the newest and most advanced EVs from Mahindra. It comes packed with features, including a 3-screen setup on the dashboard, 16 speakers, and an augmented reality (AR)-based heads-up display. It has two battery pack options, both of which have a claimed range of more than 500 km."""
Mahindra Bolero Camper,Rs.9.22 - 10 Lakh* (View On Road Price),Diesel,2523 cc,Mahindra,N/A
Mahindra Marazzo,Rs.14.06 - 16.38 Lakh* (View On Road Price),Diesel,1497 cc,Mahindra,N/A
Mahindra XUV400 EV,Rs.15.49 - 17.69 Lakh* (View On Road Price),Electric,N/A ,Mahindra,N/A
Mahindra Bolero Neo Plus,Rs.10.77 - 11.80 Lakh* (View On Road Price),Diesel,2184 cc,Mahindra,N/A
Mahindra Bolero Pik-Up,Rs.9.05 - 9.86 Lakh* (View On Road Price),Diesel,2523 cc,Mahindra,N/A
Honda Amaze,Rs.7.41 - 10 Lakh* (View On Road Price),N/A,1199 cc,Honda,"""The Honda Amaze is a subcompact sedan that combines Honda's trusted brand value with elegant design, inside and out. Powered by a 90 PS 1.2-litre naturally aspirated petrol engine, it stands as the most powerful car in its segment. The Amaze is the only subcompact sedan in India equipped with ADAS."""
Honda City,Rs.11.95 - 16.07 Lakh* (View On Road Price),N/A,1498 cc,Honda,"""The Honda City with its elegant design, an upmarket cabin that is comfortable and a trusty petrol engine make it a great all rounder in its segment. The 2025 Honda City could get model year updates or special editions later this year to keep it relevant in the market."""
Honda Elevate,Rs.11 - 16.15 Lakh* (View On Road Price),N/A,1498 cc,Honda,"""The Honda Elevate is an all-rounder known for its simple design, a well-appointed interior and a comfortable ride. Its boxy design combined with modem design touches like LED lighting and dual-tone alloy wheels makes the Elevate a neat looking Honda. The cabin looks and feels premium with good quality plastics. It’s also spacious and can seat 5 occupants in decent comfort. Top features include a 10.25-inch touchscreen infotainment, a 7-inch semi-digital instrument cluster, single-pane sunroof and level-2 ADAS. It gets a sole 1.5-litre naturally aspirated petrol engine, paired with a manual and CVT. The Elevate can also be had with a government approved CNG kit fitted at the dealership."""
Honda City Hybrid,Rs.19.48 Lakh* (View On Road Price),N/A,1498 cc,Honda,N/A
Honda Amaze 2nd Gen,Rs.6.98 - 7.80 Lakh* (View On Road Price),N/A,1199 cc,Honda,"""The Honda Amaze is a subcompact sedan that combines Honda's trusted brand value with elegant design along with segment-best features like ADAS. Powered by a smooth and refined four-cylinder petrol engine, it is the most powerful car in its segment. The Honda Amaze 2025 is sold alongside the second-generation model."""
MG Windsor EV,Rs.12.65 - 18.39 Lakh* (View On Road Price),Electric,N/A ,MG,"""The MG Windsor EV is the best selling electric vehicle in India. It blends quirky looks along with a spacious cabin and plentiful features. It features a quirky design that includes modern elements like connected lighting elements, 18-inch alloy wheels, and flush-fitting door handles. The MG Windsor EV’s cabin boasts a minimalist look with a large 15.6-inch touchscreen dominating the dashboard. It’s also spacious and the 135-degree reclining rear seat angle ensures occupants have ample space. Features onboard include a panoramic glass roof, ventilated front seats, 256-colour ambient lighting and level-2 ADAS. The MG Windsor EV is available with a 38kWh or a 52.9 kWh battery pack that has a claimed range of 332km and 449km, respectively."""
MG Cyberster,Rs.75 Lakh* (View On Road Price),Electric,N/A ,MG,"""The MG Cyberster is an upcoming two-door electric roadster that has striking looks and a fighter-jet like cockpit. It also offers bonkers performance, courtesy of the dual motors putting out 510 PS and 725 Nm. The Cyberster is likely to be the most affordable two-door sports car in the country as it could be offered with the battery rental scheme."""
MG Hector,Rs.14 - 20.76 Lakh* (View On Road Price),Diesel/Petrol,1956 cc,MG,"""The MG Hector is the automaker's debut product in India. It is a mid-size SUV available in a 5-seater layout and is known for its premium design and tech-loaded cabin. It also boasts a large 14-inch touchscreen, connected car technology, and Level 2 ADAS. The Hector is offered in both petrol and diesel engine options."""
MG Comet EV,Rs.7.50 - 9.56 Lakh* (View On Road Price),Electric,N/A ,MG,"""The MG Comet is a two-door electric car that turns heads wherever it goes with its small size and cute, unique styling. One of the most affordable electric cars in India, the Comet seats four passengers despite its size. It offers decent levels of practicality and versatility with its premium-looking interior and comfortable drive experience."""
MG Astor,Rs.9.65 - 16.24 Lakh* (View On Road Price),Petrol,1498 cc,MG,N/A
MG M9,Rs.69.90 Lakh* (View On Road Price),Electric,N/A ,MG,"""The MG M9 is a Carnival-sized premium electric MPV which is also known as the Maxus Mifa 9 in international markets. The MG M9 features a typical van-like design and is available in a 3-row seating configuration, with the capacity to accommodate up to 7 passengers. The global version comes with a 90 kWh battery pack offering a claimed range of up to 430 km."""
MG Gloster,Rs.38.33 - 43.16 Lakh* (View On Road Price),Diesel,1996 cc,MG,The MG Gloster is a full-size SUV available in both 6- and 7-seater configurations. What sets it apart are its enormous dimensions and powerful diesel engine options. MG's flagship SUV in India also promises a premium interior experience and is tech-savvy. MG also offers the Gloster with an optional 4WD (4-wheel-drive) drivetrain.
MG ZS EV,Rs.17.99 - 20.50 Lakh* (View On Road Price),Electric,N/A ,MG,"""The MG ZS EV is the carmaker's most premium 5-seater electric offering in India, featuring advanced technology like ADAS, a dual-screen setup on the dashboard, and a panoramic sunroof. It comes with a single battery pack option that offers a claimed range of over 450 km on a full charge."""
MG Hector Plus,Rs.16.05 - 22.75 Lakh* (View On Road Price),Diesel/Petrol,1956 cc,MG,"""The MG Hector Plus, an elongated 6/7-seater version of the Hector SUV, is designed for large families. It offers diesel and turbo-petrol engine options, with the diesel paired with a manual transmission and the turbo-petrol equipped with both manual and automatic gearbox options, ensuring inclusivity for diverse driving needs."""
Skoda Kylaq,Rs.7.55 - 12.80 Lakh* (View On Road Price),N/A,999 cc,Skoda,"""The Skoda Kylaq marks the Czech carmaker's debut in India's crowded subcompact SUV segment. Along with Skoda’s signature design, the Kylaq boasts a feature-rich cabin and a powerful 1-litre turbo-petrol engine, offered with both manual and automatic transmission options."""
Skoda Slavia,Rs.10 - 17.70 Lakh* (View On Road Price),N/A,1498 cc,Skoda,"""The Skoda Slavia is compact sedan with sleek, modern looks and high safety rating. It comfortably seats four passengers and comes well equipped, though interior quality can feel a bit underwhelming. Available with two turbo petrol engine options, the Slavia is known for its sporty performance and fun-to-drive experience, especially with the larger engine of the two. Sportier looking versions of the Slavia like the Monte Carlo and Sportline editions further add to its appeal."""
Skoda Kushaq,Rs.10.61 - 18.43 Lakh* (View On Road Price),N/A,1498 cc,Skoda,"""The Skoda Kushaq is the entry-level SUV from the Czech carmaker in India. With premium interiors and modern features, this 4-seater compact SUV makes for a great urban family car. It offers good city drivability and brisk highway performance, with two turbo-petrol engines and three transmission options. Besides, its 5-star Global NCAP safety rating ensures peace of mind."""
Skoda Kodiaq,Rs.39.99 - 45.96 Lakh* (View On Road Price),N/A,1984 cc,Skoda,"""The Skoda Kodiaq is back in its second-generation avatar, now more modern and tech-loaded than ever. A well-balanced ride and handling setup, paired with a strong 2-litre turbo-petrol engine makes it a fun 7-seater SUV if you intend to get behind the wheel."""
Skoda Octavia RS,Rs.49.99 Lakh* (View On Road Price),Automatic,1984 cc,Skoda,"""The Skoda Octavia vRS is a sedan known for its sporty performance and handling characteristics. Although it retains the classic Skoda look, it makes a bold statement with blacked-out accents, an aggressive lowered stance, and a heart-pounding 265PS turbo-petrol engine under the hood."""
Jeep Compass,Rs.17.73 - 30.50 Lakh* (View On Road Price),N/A,1956 cc,Jeep,Jeep Compass offers a solid off-roading experience paired with a premium interior and a solid road presence. It comes with a 2-litre diesel engine that outputs 172 PS and 350 Nm with a 6-speed manual or 9-speed automatic. It comes with 2WD or 4WD options.
Jeep Meridian,Rs.23.33 - 36.21 Lakh* (View On Road Price),N/A,1956 cc,Jeep,"""The Jeep Meridian is essentially a 3-row version of the Jeep Compass, available in both 5- and 7-seater configurations. It boasts a feature-rich cabin and delivers a comfortable ride quality. Powered by a 170 PS 2.0-litre diesel engine, it offers the choice of either front-wheel drive (FWD) or all-wheel drive (AWD) configurations."""
Jeep Wrangler,Rs.64.08 - 67.81 Lakh* (View On Road Price),N/A,1995 cc,Jeep,N/A
Jeep Grand Cherokee,Rs.63 Lakh* (View On Road Price),N/A,1995 cc,Jeep,N/A
Renault Triber,Rs.5.76 - 8.60 Lakh* (View On Road Price),N/A,999 cc,Renault,"""The Renault Triber is India’s most affordable 7-seater crossover MPV, designed to turn heads with its bold styling. Inside, it offers a premium experience with a dual-tone black and beige cabin, complemented by modern features. Powering the Triber is a 1-litre naturally aspirated petrol engine, tuned to deliver dependable performance for family trips across town or out on the highway."""
Renault KWID,Rs.4.30 - 5.90 Lakh* (View On Road Price),N/A,999 cc,Renault,"""The Renault Kwid is an entry-level hatchback with a rugged SUV-inspired design. Powered by a 1-litre petrol engine, it offers both manual and automatic transmission options. Despite its affordable price, the Kwid gets a lot of comfort features and decent amount of safety tech, making it a practical choice for those seeking a compact and efficient vehicle."""
Renault Kiger,Rs.5.76 - 10.34 Lakh* (View On Road Price),N/A,999 cc,Renault,N/A
Nissan Magnite,Rs.5.62 - 10.76 Lakh* (View On Road Price),Petrol/CNG,999 cc,Nissan,"""The 2024 Nissan Magnite is a 5-seater subcompact SUV that comes at a much affordable price point than its competitors. It packs all the features you need for everyday use, and the facelift brings a refreshing new look to its styling. The Magnite offers both naturally aspirated and turbo-petrol engines, available with manual and automatic transmissions."""
Nissan X-Trail,Rs.48.20 Lakh* (View On Road Price),Petrol,1498 cc,Nissan,N/A
Volkswagen Virtus,Rs.11.16 - 18.73 Lakh* (View On Road Price),N/A,1498 cc,Volkswagen,"""The Volkswagen Virtus, which sports a timeless design in its segment, is known for its fun to drive nature. Equipped with all the necessary modern features, it offers two turbo-petrol engine options, delivering an exhilarating driving experience. The Virtus is perfect for those who prioritize looks and performance above all else."""
Volkswagen Taigun,Rs.11.39 - 19.15 Lakh* (View On Road Price),N/A,1498 cc,Volkswagen,"""The Volkswagen Taigun is known for its timeless design, a solid build quality and a fun to drive experience. It boasts a commendable 5-star safety rating from Global NCAP. The VW Taigun boasts a classy design that will stand the test of time well. The Chrome Line gets shiny chrome touches, while the GT trims look sporty with blacked out elements. Its interior design is neat and simple with all the controls laid out logically. The Taigun is also reasonably spacious, occupying four occupants in good comfort. Top features include powered front seats with ventilation, a 10.1-inch touchscreen infotainment system, 8-inch digital driver’s display and a single-pane sunroof. It is offered with a choice of either a 1-litre or a 1.5-litre turbo-petrol engine, both available with a choice of manual or automatic transmissions."""
Volkswagen Golf GTI,Rs.50.91 Lakh* (View On Road Price),Automatic,1984 cc,Volkswagen,The Volkswagen Golf GTI delivers the best of both worlds. It’s a capable daily driver and will plaster a smile on your face when you’re pushing it hard. Limited number of units means it scores high on the exclusivity factor.
Volkswagen Tiguan R-Line,Rs.45.73 Lakh* (View On Road Price),N/A,1984 cc,Volkswagen,"""Volkswagen brings in the new generation of the Tiguan in the top-spec R-Line version. Sportier bumpers, large wheels and a racy interior sets this one apart. It is a full import, which explains the high price."""
Citroen Aircross,Rs.8.29 - 13.69 Lakh* (View On Road Price),Petrol,1199 cc,Citroen,N/A
Citroen C3,Rs.4.80 - 10.21 Lakh* (View On Road Price),Petrol/CNG,1199 cc,Citroen,N/A
Citroen Basalt,Rs.7.95 - 14.10 Lakh* (View On Road Price),Petrol,1199 cc,Citroen,"""The Citroen Basalt is a stylish, affordable SUV-coupe that has been launched at an attractive introductory price of Rs 7.99 lakh. Based on the C3 Aircross SUV, the Basalt comes in a 5-seater configuration and offers a choice of two petrol engines, along with manual and automatic transmission options."""
Citroen C5 Aircross,Rs.37.32 Lakh* (View On Road Price),Diesel,1997 cc,Citroen,N/A
Citroen eC3,Rs.12.90 - 13.41 Lakh* (View On Road Price),Electric,N/A ,Citroen,N/A
Aston Martin Vantage,Rs.3.77 Cr* (View On Road Price),N/A,3998 cc,Aston_Martin,N/A
Aston Martin DB12,Rs.4.34 Cr* (View On Road Price),N/A,3982 cc,Aston_Martin,N/A
Aston Martin DBX,Rs.3.82 - 4.38 Cr* (View On Road Price),N/A,3982 cc,Aston_Martin,N/A
Aston Martin Vanquish,Rs.8.37 Cr* (View On Road Price),N/A,5203 cc,Aston_Martin,N/A
Audi A4,Rs.46.25 - 55.11 Lakh* (View On Road Price),N/A,1984 cc,Audi,"""The Audi A4 gives you classy looks, premium quality interiors and ride comfort finely tuned for the Indian roads. The A4 is powered by a 2-litre turbo petrol engine that makes 204 PS and 320 Nm with 7-speed DCT. It also comes with a 12V hybrid system that offers regenerative braking."""
Audi Q7,Rs.86.14 - 95.03 Lakh* (View On Road Price),N/A,2995 cc,Audi,"""The Audi Q7 is one of the most luxurious SUVs from the German manufacturer in India. It has 7 seats and a firecracker V6 mill, the combination of which is suitable for families and enthusiasts alike. It gets an AWD setup, which can take you to places even where the roads end."""
Audi Q3,Rs.43.07 - 52.98 Lakh* (View On Road Price),N/A,1984 cc,Audi,"""The Audi Q3 is the entry-level SUV in the German automaker’s lineup in India. It looks sporty from the outside, offers a well built cabin on the inside, and most importantly, Audi’s badge value in the price of some full size mass market SUVs. The Q3 is being offered with a 190 PS 2-litre turbo-petrol engine and also gets Audi’s Quattro all-wheel drive as standard."""
Audi A6,Rs.63.74 - 69.89 Lakh* (View On Road Price),N/A,1984 cc,Audi,Audi A6 is a head-turner sedan that drives as good as it looks. It comes with a 10-inch touchscreen and a 16-speaker Bang and Olufsen sound system. The Audi A6 comes with a 2-litre turbo-petrol engine outputting 265 PS and 370 Nm and a 7-speed DCT.
Audi Q5,Rs.64.74 - 69.86 Lakh* (View On Road Price),N/A,1984 cc,Audi,"""The Audi Q5 is a 5-seater premium compact SUV which offers a sportier design, spacious and practical cabin ideal for family luxury, and all modern amenities. All of this comes paired with a powerful 265 PS 2-litre turbo-petrol engine, and all this power is delivered to all four wheels via a 7-speed dual clutch transmission."""
Audi Q8,Rs.1.10 Cr* (View On Road Price),N/A,2995 cc,Audi,"""The Audi Q8 is the flagship luxury SUV in Audi’s lineup. With the recent facelift, the Audi Q8 brings subtle yet noteworthy design enhancements. It offers a tech loaded cabin and spacious seating, all combined with the powerful 340 PS 3-litre turbo-petrol V6 engine. Power is transmitted to all four wheels (AWD) through an 8-speed automatic transmission, and the Q8 can sprint from nought to 100 kmph in just 5.6 seconds."""
Audi RS e-tron GT,Rs.1.95 Cr* (View On Road Price),N/A,N/A ,Audi,N/A
Audi Q8 e-tron,Rs.1.15 - 1.27 Cr* (View On Road Price),N/A,N/A ,Audi,The Q8 e-tron is Audi’s flagship all-electric luxury SUV in India which is being offered in both SUV and Sportback (SUV-coupe) body style options. The e-tron SUV features a tech-loaded cabin and delivers exhilarating performance through its dual-motor all-wheel-drive (AWD) setup along with a claimed range of up to 600 km.
Audi Q3 Sportback,Rs.52.98 - 53.55 Lakh* (View On Road Price),N/A,1984 cc,Audi,N/A
Audi RS Q8,Rs.2.32 Cr* (View On Road Price),N/A,3998 cc,Audi,"""The RS Q8 Performance is the German carmaker’s most powerful SUV offering in India that comes with a 4-litre twin-turbo V8 engine that can sprint from 0-100 kmph in 3.6 seconds, before clocking an electronically limited top speed of 305 kmph. Not only is this Audi SUV powerful, but it also comes with a lot of features including an LED headlight with laser technology for high beams, connected OLED tail lights, a 12.3-inch driver’s display, a massive touchscreen, a panoramic sunroof, a wireless phone charger and ADAS."""
Audi e-tron GT,Rs.1.72 Cr* (View On Road Price),N/A,N/A ,Audi,"""The Audi e-tron GT is an all-electric flagship sedan in India which apart from its aggressive looks, is also known for its performance. It caters to those who enjoy driving while still needing space for four passengers. It offers a WLTP-claimed range of up to 500km."""
Audi Q8 Sportback e-tron,Rs.1.19 - 1.32 Cr* (View On Road Price),N/A,N/A ,Audi,N/A
Audi S5 Sportback,Rs.73.57 - 80.50 Lakh* (View On Road Price),N/A,2994 cc,Audi,N/A
Bajaj Qute,Rs.3.61 Lakh* (View On Road Price),N/A,216 cc,Bajaj,N/A
Bentley Flying Spur,Rs.5.25 - 7.60 Cr* (View On Road Price),N/A,5950 cc,Bentley,N/A
Bentley Continental,Rs.5.23 - 8.45 Cr* (View On Road Price),N/A,5993 cc,Bentley,N/A
Bentley Bentayga,Rs.5 - 6.75 Cr* (View On Road Price),N/A,3993 cc,Bentley,N/A
BMW M5,Rs.2.01 Cr* (View On Road Price),Petrol,4395 cc,bmw-cars,N/A
BMW X5,Rs.93.70 Lakh - 1.05 Cr* (View On Road Price),Diesel/Petrol,2998 cc,bmw-cars,N/A
BMW X7,Rs.1.25 - 1.29 Cr* (View On Road Price),Diesel/Petrol,2998 cc,bmw-cars,"""The BMW X7 is the German carmaker's flagship luxury SUV, available in both 6- and 7-seater layouts. It boasts a tech-loaded cabin, powerful 3-litre petrol and diesel engine options that are perfectly matched for a big SUV like this, along with BMW's signature handling."""
BMW X1,Rs.50.60 - 52.20 Lakh* (View On Road Price),Diesel/Petrol,1995 cc,bmw-cars,N/A
BMW X3,Rs.71.20 - 73.10 Lakh* (View On Road Price),Diesel/Petrol,1998 cc,bmw-cars,N/A
BMW M2,Rs.1 Cr* (View On Road Price),Petrol,2993 cc,bmw-cars,N/A
BMW 5 Series,Rs.72.35 Lakh* (View On Road Price),Petrol,1998 cc,bmw-cars,N/A
BMW Z4,Rs.87.90 - 92.60 Lakh* (View On Road Price),Petrol,2998 cc,bmw-cars,N/A
BMW 3 Series,Rs.72.85 - 73.95 Lakh* (View On Road Price),Petrol,2998 cc,bmw-cars,N/A
BMW M4 Competition,Rs.1.52 Cr* (View On Road Price),Petrol,2993 cc,bmw-cars,N/A
BMW M8 Coupe Competition,Rs.2.38 Cr* (View On Road Price),Petrol,4395 cc,bmw-cars,N/A
BMW 7 Series,Rs.1.79 - 1.82 Cr* (View On Road Price),Diesel/Petrol,2998 cc,bmw-cars,N/A
BMW iX1,Rs.49.90 Lakh* (View On Road Price),Electric,N/A ,bmw-cars,N/A
BMW i7,Rs.2.05 - 2.58 Cr* (View On Road Price),Electric,N/A ,bmw-cars,N/A
BMW XM,Rs.2.55 Cr* (View On Road Price),Petrol,4395 cc,bmw-cars,N/A
BMW 2 Series Gran Coupe,Rs.45.30 - 47.20 Lakh* (View On Road Price),Petrol,1499 cc,bmw-cars,N/A
BMW iX,Rs.1.40 Cr* (View On Road Price),Electric,N/A ,bmw-cars,N/A
BMW M4 CS,Rs.1.79 Cr* (View On Road Price),Petrol,2993 cc,bmw-cars,N/A
BMW 3 Series Long Wheelbase,Rs.60.50 - 61.80 Lakh* (View On Road Price),Diesel/Petrol,1998 cc,bmw-cars,N/A
BMW i4,Rs.72.50 - 77.50 Lakh* (View On Road Price),Electric,N/A ,bmw-cars,N/A
BMW i5,Rs.1.20 Cr* (View On Road Price),Electric,N/A ,bmw-cars,N/A
BYD Atto 3,Rs.24.99 - 33.99 Lakh* (View On Road Price),N/A,N/A ,BYD,N/A
BYD Sealion 7,Rs.48.90 - 54.90 Lakh* (View On Road Price),N/A,N/A ,BYD,"""The BYD Sealion 7 is an all-electric SUV coupe. Based on the Seal sedan, the SUV is offered with a 82.56kWh battery pack. Offered in rear- or all-wheel drive versions, the Sealion 7 has a claimed range of up to 567km."""
BYD Seal,Rs.41 - 53.15 Lakh* (View On Road Price),N/A,N/A ,BYD,N/A
BYD eMAX 7,Rs.26.90 - 29.90 Lakh* (View On Road Price),N/A,N/A ,BYD,"""The BYD eMAX 7 is the facelifted version of the e6 MPV which has been BYD’s first EV offering in India. It is available in both 6- and 7-seater layouts, catering to the varied customer needs. An option between two battery packs having a claimed range of more than 500 km, and a potent electric motor makes it a choice for both energy savers and electric enthusiasts."""
Ferrari 296 GTB,Rs.5.40 Cr* (View On Road Price),N/A,2992 cc,Ferrari,N/A
Ferrari F8 Tributo,Rs.4.02 Cr* (View On Road Price),N/A,3902 cc,Ferrari,N/A
Ferrari SF90 Stradale,Rs.7.50 Cr* (View On Road Price),N/A,3990 cc,Ferrari,N/A
Ferrari Roma,Rs.3.76 Cr* (View On Road Price),N/A,3855 cc,Ferrari,N/A
Ferrari 812,Rs.5.75 Cr* (View On Road Price),N/A,6496 cc,Ferrari,N/A
Force Urbania,Rs.26.34 - 31.83 Lakh* (View On Road Price),N/A,2596 cc,Force,N/A
Force Gurkha,Rs.15.95 Lakh* (View On Road Price),N/A,2596 cc,Force,N/A
Force Gurkha 5 Door,Rs.17.27 Lakh* (View On Road Price),N/A,2596 cc,Force,N/A
Isuzu D-Max,Rs.11.20 - 11.98 Lakh* (View On Road Price),N/A,2499 cc,Isuzu,N/A
Isuzu MU-X,Rs.34.53 - 37.71 Lakh* (View On Road Price),N/A,1898 cc,Isuzu,N/A
Isuzu S-CAB,Rs.13.37 Lakh* (View On Road Price),N/A,2499 cc,Isuzu,N/A
Isuzu S-CAB Z,Rs.15.39 Lakh* (View On Road Price),Manual,2499 cc,Isuzu,N/A
Isuzu V-Cross,Rs.24.27 - 29.37 Lakh* (View On Road Price),N/A,1898 cc,Isuzu,N/A
Isuzu Hi-Lander,Rs.20.35 Lakh* (View On Road Price),N/A,1898 cc,Isuzu,"""The Isuzu Hi-Lander is a 5-seater pickup truck known for its rugged attributes and high stance. While its features set is basic, it does offer a spacious cabin. The turbo-diesel engine delivers acceptable power and torque figures, but the lack of an automatic gearbox and 4WD system is a notable drawback."""
Jaguar F-Pace,Rs.72.90 Lakh* (View On Road Price),Diesel/Petrol,1997 cc,Jaguar,"""The Jaguar F-Pace is currently the only model on sale in the carmaker’s India lineup. Like all luxury SUVs, the F-Pace offers a premium cabin experience, but what sets it apart is its performance and handling. It’s better suited for those who enjoy being behind the wheel rather than in the rear seats."""
Lamborghini Urus,Rs.4.18 - 4.57 Cr* (View On Road Price),N/A,3999 cc,Lamborghini,N/A
Lamborghini Temerario,Rs.6 Cr* (View On Road Price),N/A,3995 cc,Lamborghini,"""The Lamborghini Temarario is the new entry-level supercar from the Italian carmaker, which is the successor to the iconic Huracan. In typical Lambo fashion, the exterior is dominated by plenty of sharp cuts and creases, giving it a proper racy look. The cabin is minimalistic yet modern, dominated by three screens. Plenty of customisation options means you can spec it up to your taste. Highlight features include a three-screen setup, ventilated and heated front seats as well as a full suite of ADAS features. Propelling this supercar is a 4.4-litre twin-turbo V8 engine paired with a plug-in hybrid tech to develop a whopping 920 PS and 800 Nm. 0 to 100 kmph comes up in just 2.7 seconds."""
Lamborghini Revuelto,Rs.8.89 Cr* (View On Road Price),N/A,6498 cc,Lamborghini,N/A
Lamborghini Huracan EVO,Rs.4 - 4.99 Cr* (View On Road Price),N/A,5204 cc,Lamborghini,N/A
Defender,Rs.98 Lakh - 2.60 Cr* (View On Road Price),Diesel/Petrol,5000 cc,Land_Rover,"""The Defender, with its long-held iconic history, is an off-road SUV available in three body sizes: Defender 90, Defender 110, and Defender 130. The Defender not only comes with AWD (all-wheel drive) capabilities, but also features a range of off-road electronics for enhanced capabilities. Depending on the variant selected, the Defender is offered with a variety of engine options, all paired with an 8-speed automatic transmission."""
Range Rover,Rs.2.31 - 4.25 Cr* (View On Road Price),Diesel/Petrol,4395 cc,Land_Rover,"""The Range Rover is a luxury 5-seater SUV that offers unmatched off-road capability and opulent comfort. Currently in its fifth-gen avatar, it comes in a long wheelbase option and two powerful 3-litre engine options, catering to diverse customer bases. The Range Rover has a 4WD setup and air suspension that make sure you never stop even where the roads end."""
Range Rover Velar,Rs.83.90 Lakh* (View On Road Price),Diesel/Petrol,1997 cc,Land_Rover,"""The Range Rover Velar is the most affordable model in the Range Rover lineup. It’s a stunning SUV, packed with features, and is available in just one variant, though you get the choice of both petrol and diesel engines. However, it does come with a hefty price tag. This 5-seater also has an all-wheel-drive (AWD) system, making it a capable off-roader."""
Range Rover Sport,Rs.1.38 - 2.75 Cr* (View On Road Price),Diesel/Petrol,4395 cc,Land_Rover,"""The Range Rover Sport is a performance-focused SUV from the British brand, offering two powerful engine options: a 3-litre diesel and a 3-litre petrol engine, both supported by mild-hybrid technology for enhanced efficiency. It is packed with advanced tech inside, as is expected at this price point."""
Range Rover Evoque,Rs.64.86 Lakh* (View On Road Price),Diesel/Petrol,1997 cc,Land_Rover,N/A
Land Rover Discovery,Rs.1.25 - 1.37 Cr* (View On Road Price),Diesel,2997 cc,Land_Rover,N/A
Land Rover Discovery Sport,Rs.63.37 Lakh* (View On Road Price),Diesel/Petrol,1999 cc,Land_Rover,N/A
Lexus LM,Rs.2.15 - 2.69 Cr* (View On Road Price),N/A,2487 cc,Lexus,N/A
Lexus ES,Rs.62.65 - 68.23 Lakh* (View On Road Price),N/A,2487 cc,Lexus,N/A
Lexus NX,Rs.66.59 - 73.40 Lakh* (View On Road Price),N/A,2487 cc,Lexus,N/A
Lexus LX,Rs.2.80 - 2.91 Cr* (View On Road Price),N/A,3346 cc,Lexus,N/A
Lexus RX,Rs.96.13 Lakh - 1.18 Cr* (View On Road Price),N/A,2487 cc,Lexus,N/A
Lotus Eletre,Rs.2.55 - 2.99 Cr* (View On Road Price),Automatic,N/A ,Lotus,N/A
Lotus Emeya,Rs.2.34 Cr* (View On Road Price),Automatic,N/A ,Lotus,"""The Lotus Emeya is an all-electric roadster which not only looks sporty and aggressive, but features powerful electric motor options (up to 918 PS and 675 Nm), offering a claimed range of up to 610 km (with less powerful variants). It has a coupe body style which makes it a headturner."""
Lotus Emira,Rs.3.22 Cr* (View On Road Price),Manual/Automatic,1998 cc,Lotus,The Lotus Emira is the British marque’s last internal combustion engine (ICE) sportscar in India that comes with two super-potent engine options inclusive of a supercharged V6 mill. It also comes with essential features inside and a decently-equipped safety suite. It can do a 0-100 kmph sprint in 4 seconds.
Maserati Levante,Rs.1.49 - 1.64 Cr* (View On Road Price),Diesel/Petrol,2987 cc,Maserati,N/A
